CH		WOOD															STONE															POTION															BOOK														WOOD2 (Board)																SOUL CRYSTAL															BONES2															WAX														POTION2															MUSHROOM														BOOK2															SOUL CRYSTAL2															WAX2															MUSHROOM2													
		LVL	MULT	Wood	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration	Rang up multiplier		Level	Multiplier	Stone	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration	Rang up multiplier		LVL	MULT	Potion	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration	Rang up multiplier		LVL	MULT	Book	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Board	Board	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration			LVL	MULT	SoulCrystal	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration	Rang up multiplier		LVL	MULT	BonesBlock	BonesBlock	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Wax	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Potion2	Potion2	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Mushroom	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	MagicScrolls	MagicScrolls	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	SoulCrystal2	SoulCrystal2	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	EvilHoney	EvilHoney	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Mushroom2	Mushroom2	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration
13		378	1	4988881590868600000	118334967106889000000000	Wood	135	A	14966644772605 800 000	9488	47440	791					348	1	183027459642961000	21523	MagicScrolls	135	A	549082378928883000	1	7	0		1.15			318	1	6897493787959760	21523	MagicScrolls	135	A	20692481363879300	1	0	0		1.15			288	1	259935971617324	21523	MagicScrolls	135	A	779807914851971	1	7	0		1.15		228	1	369161597240	36916159724037	21523	MagicScrolls	140	A	110748479172110	1	5	0		1.15			198	1	13912064499	21523	MagicScrolls	145	A	41736193498	1	7	0		1.15			168	1	524284054	52428405360	21523	MagicScrolls	150	A	157285216081	1	7	0		1.15		138	1	19757942	21523	MagicScrolls	155	A	59273827	1	7	0		1.15		108	1	744589	74458928	21523	MagicScrolls	160	A	223376785	1	7	0		1.15		78	1	28060	21523	MagicScrolls	165	A	84181	1	7	0		1.15		48	1	1057	105747	15799	MagicScrolls	160	A	3172	6	42	1				18	1	40	3985	67	SoulCrystal2	165	A	120	1	7	0																																
13		379	1	5437880934046770000	142001960528266000000000	Wood	135	A	16313642802140 300 000	10446	52230	871					349	1	199499931010827000	24751	MagicScrolls	135	A	598499793032482000	1	7	0		1.15			319	1	7518268228876140	24751	MagicScrolls	135	A	22554804686628400	1	0	0		1.15			289	1	283330209062883	24751	MagicScrolls	135	A	849990627188648	1	7	0		1.15		229	1	402386140992	40238614099200	24751	MagicScrolls	140	A	120715842297599	1	5	0		1.15			199	1	15164150304	24751	MagicScrolls	145	A	45492450913	1	7	0		1.15			169	1	571469618	57146961843	24751	MagicScrolls	150	A	171440885529	1	7	0		1.15		139	1	21536157	24751	MagicScrolls	155	A	64608472	1	7	0		1.15		109	1	811602	81160232	24751	MagicScrolls	160	A	243480695	1	7	0		1.15		79	1	30586	24751	MagicScrolls	165	A	91757	1	7	0		1.15		49	1	1153	115264	18959	MagicScrolls	160	A	3458	7	49	1				19	1	43	4344	80	SoulCrystal2	165	A	130	1	7	0																																
13		380	1	5927290218110980000	170402352633920000000000	Wood	135	A	17781870654332 900 000	11500	57500	958					350	1	217454924801802000	28464	MagicScrolls	135	A	652364774405406000	1	7	0		1.15			320	1	8194912369475000	28464	MagicScrolls	135	A	24584737108425000	1	0	0		1.15			290	1	308829927878542	28464	MagicScrolls	135	A	926489783635627	1	7	0		1.15		230	1	438600893681	43860089368128	28464	MagicScrolls	140	A	131580268104383	1	5	0		1.15			200	1	16528923832	28464	MagicScrolls	145	A	49586771495	1	7	0		1.15			170	1	622901884	62290188409	28464	MagicScrolls	150	A	186870565226	1	7	0		1.15		140	1	23474411	28464	MagicScrolls	155	A	70423234	1	7	0		1.15		110	1	884647	88464653	28464	MagicScrolls	160	A	265393958	1	7	0		1.15		80	1	33338	28464	MagicScrolls	165	A	100015	1	7	0		1.15		50	1	1256	125638	22751	MagicScrolls	170	A	3769	8	56	1				20	1	47	4735	96	SoulCrystal2	175	A	142	1	7	0																																
14		381	2	12921492675481900000	204482823160703000000000	Wood	135	A	38764478026445 800 000	6331	31655	528					351	2	474051736067928000	32733	MagicScrolls	135	A	1422155208203780000	1	7	0		1.15			321	2	17864908965455500	32733	MagicScrolls	135	A	53594726896366500	1	0	0		1.15			291	2	673249242775222	32733	MagicScrolls	135	A	2019747728325670	1	7	0		1.15		231	2	956149948225	95614994822519	32733	MagicScrolls	140	A	286844984467556	1	5	0		1.15			201	2	36033053953	32733	MagicScrolls	145	A	108099161860	1	7	0		1.15			171	2	1357926107	135792610731	32733	MagicScrolls	150	A	407377832193	1	7	0		1.15		141	2	51174217	32733	MagicScrolls	155	A	153522650	1	7	0		1.15		111	2	1928529	192852943	32733	MagicScrolls	160	A	578558828	1	7	0		1.15		81	2	72678	32733	MagicScrolls	165	A	218033	1	7	0		1.15		51	2	2739	273890	27301	MagicScrolls	170	A	8217	4	28	0				21	1	52	5161	115	SoulCrystal2	175	A	155	1	7	0																																
14		382	1	14084427016275300000	245379387792844000000000	Wood	135	A	42253281048825 900 000	6969	34845	581					352	1	516716392314042000	37643	MagicScrolls	135	A	1550149176942120000	1	7	0		1.15			322	1	19472750772346500	37643	MagicScrolls	135	A	58418252317039500	1	0	0		1.15			292	1	733841674624992	37643	MagicScrolls	135	A	2201525023874980	1	7	0		1.15		232	1	1042203443565	104220344356545	37643	MagicScrolls	140	A	312661033069636	1	5	0		1.15			202	1	39276028809	37643	MagicScrolls	145	A	117828086427	1	7	0		1.15			172	1	1480139457	148013945697	37643	MagicScrolls	150	A	444041837090	1	7	0		1.15		142	1	55779896	37643	MagicScrolls	155	A	167339689	1	7	0		1.15		112	1	2102097	210209708	37643	MagicScrolls	160	A	630629123	1	7	0		1.15		82	1	79219	37643	MagicScrolls	165	A	237656	1	7	0		1.15		52	1	2985	298540	32762	MagicScrolls	170	A	8956	5	35	1				22	1	56	5625	138	SoulCrystal2	175	A	169	1	7	0																																
14		383	1	15352025447740100000	294455265351413000000000	Wood	135	A	46056076343220 300 000	7673	38365	639					353	1	563220867622305000	43289	MagicScrolls	135	A	1689662602866920000	1	7	0		1.15			323	1	21225298341857700	43289	MagicScrolls	135	A	63675895025573000	1	0	0		1.15			293	1	799887425341242	43289	MagicScrolls	135	A	2399662276023720	1	7	0		1.15		233	1	1136001753486	113600175348634	43289	MagicScrolls	140	A	340800526045903	1	5	0		1.15			203	1	42810871402	43289	MagicScrolls	145	A	128432614206	1	7	0		1.15			173	1	1613352008	161335200809	43289	MagicScrolls	150	A	484005602428	1	7	0		1.15		143	1	60800087	43289	MagicScrolls	155	A	182400261	1	7	0		1.15		113	1	2291286	229128581	43289	MagicScrolls	160	A	687385744	1	7	0		1.15		83	1	86348	43289	MagicScrolls	165	A	259045	1	7	0		1.15		53	1	3254	325409	39314	MagicScrolls	170	A	9762	5	35	1				23	1	61	6132	166	SoulCrystal2	175	A	184	2	14	0																																
14		384	1	16733707738036700000	353346318421695000000000	Wood	135	A	50201123214110 100 000	8447	42235	704					354	1	613910745708313000	49783	MagicScrolls	135	A	1841732237124940000	1	7	0		1.15			324	1	23135575192624900	49783	MagicScrolls	135	A	69406725577874600	1	0	0		1.15			294	1	871877293621953	49783	MagicScrolls	135	A	2615631880865860	1	7	0		1.15		234	1	1238241911300	123824191130012	49783	MagicScrolls	140	A	371472573390035	1	5	0		1.15			204	1	46663849828	49783	MagicScrolls	145	A	139991549484	1	7	0		1.15			174	1	1758553689	175855368882	49783	MagicScrolls	150	A	527566106647	1	7	0		1.15		144	1	66272095	49783	MagicScrolls	155	A	198816284	1	7	0		1.15		114	1	2497502	249750154	49783	MagicScrolls	160	A	749250461	1	7	0		1.15		84	1	94120	49783	MagicScrolls	165	A	282359	1	7	0		1.15		54	1	3547	354696	47177	MagicScrolls	170	A	10641	6	42	1				24	1	67	6683	199	SoulCrystal2	175	A	201	2	14	0																																
14		385	1	18239741434460000000	424015582106035000000000	Wood	135	A	54719224303380 000 000	9299	46495	775					355	1	669162712822061000	57250	MagicScrolls	135	A	2007488138466180000	1	7	0		1.15			325	1	25217776959961100	57250	MagicScrolls	135	A	75653330879883300	1	0	0		1.15			295	1	950346250047929	57250	MagicScrolls	135	A	2851038750143790	1	7	0		1.15		235	1	1349683683317	134968368331713	57250	MagicScrolls	140	A	404905104995138	1	5	0		1.15			205	1	50863596313	57250	MagicScrolls	145	A	152590788938	1	7	0		1.15			175	1	1916823521	191682352082	57250	MagicScrolls	150	A	575047056245	1	7	0		1.15		145	1	72236583	57250	MagicScrolls	155	A	216709750	1	7	0		1.15		115	1	2722277	272227668	57250	MagicScrolls	160	A	816683003	1	7	0		1.15		85	1	102591	57250	MagicScrolls	165	A	307772	1	7	0		1.15		55	1	3866	386618	56612	MagicScrolls	170	A	11599	6	42	1				25	1	73	7285	238	SoulCrystal2	175	A	219	2	14	0																																
14		386	1	19881318163561400000	508818698527241000000000	Wood	135	A	59643954490684 200 000	10238	51190	853					356	1	729387356976047000	65838	MagicScrolls	135	A	2188162070928140000	1	7	0		1.15			326	1	27487376886357600	65838	MagicScrolls	135	A	82462130659072800	1	0	0		1.15			296	1	1035877412552240	65838	MagicScrolls	135	A	3107632237656730	1	7	0		1.15		236	1	1471155214816	147115521481567	65838	MagicScrolls	140	A	441346564444700	1	5	0		1.15			206	1	55441319981	65838	MagicScrolls	145	A	166323959942	1	7	0		1.15			176	1	2089337638	208933763769	65838	MagicScrolls	150	A	626801291307	1	7	0		1.15		146	1	78737876	65838	MagicScrolls	155	A	236213627	1	7	0		1.15		116	1	2967282	296728158	65838	MagicScrolls	160	A	890184473	1	7	0		1.15		86	1	111824	65838	MagicScrolls	165	A	335471	1	7	0		1.15		56	1	4214	421414	67934	MagicScrolls	170	A	12642	7	49	1				26	1	79	7941	286	SoulCrystal2	175	A	238	2	14	0																																
14		387	1	21670636798281900000	610582438232690000000000	Wood	135	A	65011910394845 800 000	11271	56355	939					357	1	795032219103891000	75714	MagicScrolls	135	A	2385096657311670000	1	7	0		1.15			327	1	29961240806129800	75714	MagicScrolls	135	A	89883722418389400	1	0	0		1.15			297	1	1129106379681940	75714	MagicScrolls	135	A	3387319139045830	1	7	0		1.15		237	1	1603559184149	160355918414908	75714	MagicScrolls	140	A	481067755244723	1	5	0		1.15			207	1	60431038779	75714	MagicScrolls	145	A	181293116337	1	7	0		1.15			177	1	2277378025	227737802508	75714	MagicScrolls	150	A	683213407525	1	7	0		1.15		147	1	85824285	75714	MagicScrolls	155	A	257472854	1	7	0		1.15		117	1	3234337	323433692	75714	MagicScrolls	160	A	970301075	1	7	0		1.15		87	1	121888	75714	MagicScrolls	165	A	365663	1	7	0		1.15		57	1	4593	459341	81521	MagicScrolls	170	A	13780	8	56	1				27	1	87	8655	343	SoulCrystal2	175	A	260	2	14	0																																
14		388	1	23620994110127300000	732698925879228000000000	Wood	135	A	70862982330382 000 000	12408	62040	1034					358	1	866585118823241000	87071	MagicScrolls	135	A	2599755356469720000	1	7	0		1.15			328	1	32657752478681500	87071	MagicScrolls	135	A	97973257436044400	1	0	0		1.15			298	1	1230725953853320	87071	MagicScrolls	135	A	3692177861559960	1	7	0		1.15		238	1	1747879510723	174787951072249	87071	MagicScrolls	140	A	524363853216748	1	5	0		1.15			208	1	65869832269	87071	MagicScrolls	145	A	197609496807	1	7	0		1.15			178	1	2482342047	248234204734	87071	MagicScrolls	150	A	744702614202	1	7	0		1.15		148	1	93548470	87071	MagicScrolls	155	A	280645411	1	7	0		1.15		118	1	3525427	352542724	87071	MagicScrolls	160	A	1057628172	1	7	0		1.15		88	1	132858	87071	MagicScrolls	165	A	398573	1	7	0		1.15		58	1	5007	500682	97826	MagicScrolls	170	A	15020	8	56	1				28	1	94	9434	412	SoulCrystal2	175	A	283	2	14	0																																
14		389	1	25746883580038800000	879238711055073000000000	Wood	135	A	77240650740116 300 000	13660	68300	1138					359	1	944577779517333000	100131	MagicScrolls	135	A	2833733338552000000	1	7	0		1.15			329	1	35596950201762800	100131	MagicScrolls	135	A	106790850605288000	1	0	0		1.15			299	1	1341491289700120	100131	MagicScrolls	135	A	4024473869100360	1	7	0		1.15		239	1	1905188666688	190518866668752	100131	MagicScrolls	140	A	571556600006256	1	5	0		1.15			209	1	71798117173	100131	MagicScrolls	145	A	215394351520	1	7	0		1.15			179	1	2705752832	270575283160	100131	MagicScrolls	150	A	811725849480	1	7	0		1.15		149	1	101967832	100131	MagicScrolls	155	A	305903497	1	7	0		1.15		119	1	3842716	384271569	100131	MagicScrolls	160	A	1152814708	1	7	0		1.15		89	1	144815	100131	MagicScrolls	165	A	434445	1	7	0		1.15		59	1	5457	545743	117391	MagicScrolls	170	A	16372	9	63	1				29	1	103	10283	495	SoulCrystal2	175	A	308	2	14	0																																
14		390	1	28064103102242300000	1055086453266090000000000	Wood	135	A	84192309306726 800 000	15039	75195	1253					360	1	1029589779673890000	115151	MagicScrolls	145	A	3088769339021680000	1	7	0		1.15			330	1	38800675719921500	115151	MagicScrolls	145	A	116402027159764000	1	0	0		1.15			300	1	1462225505773130	115151	MagicScrolls	145	A	4386676517319390	1	7	0		1.15		240	1	2076655646689	207665564668940	115151	MagicScrolls	150	A	622996694006819	1	5	0		1.15			210	1	78259947719	115151	MagicScrolls	155	A	234779843157	1	7	0		1.15			180	1	2949270586	294927058645	115151	MagicScrolls	160	A	884781175934	1	7	0		1.15		150	1	111144937	115151	MagicScrolls	165	A	333434812	1	7	0		1.15		120	1	4188560	418856010	115151	MagicScrolls	170	A	1256568031	1	7	0		1.15		90	1	157848	115151	MagicScrolls	175	A	473545	1	7	0		1.15		60	1	5949	594860	140869	MagicScrolls	170	A	17846	1	7	0				30	2	224	22418	593	SoulCrystal2	175	A	673	2	14	0																																
14		391	1	30589872381444100000	1266103743919300000000000	Wood	135	A	91769617144332 200 000	16556	82780	1380					361	1	1122252859844540000	2000	SoulCrystal2	145	A	3366758579533630000	1	7	0		2000			331	1	42292736534714400	2000	SoulCrystal2	145	A	126878209604143000	1	0	0		2000			301	1	1593825801292710	2000	SoulCrystal2	145	A	4781477403878130	1	7	0		2000		241	1	2263554654891	226355465489144	2000	SoulCrystal2	150	A	679066396467433	1	5	0		2000			211	1	85303343014	2000	SoulCrystal2	155	A	255910029041	1	7	0		2000			181	1	3214704939	321470493923	2000	SoulCrystal2	160	A	964411481768	1	7	0		2000		151	1	121147982	2000	SoulCrystal2	165	A	363443945	1	7	0		2000		121	1	4565531	456553051	2000	SoulCrystal2	170	A	1369659154	1	7	0		2000		91	1	172055	2000	SoulCrystal2	175	A	516164	1	7	0		2000		61	1	6484	648398	2000	SoulCrystal2	180	A	1945193	1	7	0		2000		31	1	244	24435	712	SoulCrystal2	175	A	733	2	14	0				1	1	1	100	0	EvilHoney	55	A	3	2	14	0		7															
14		392	1	33342960895774100000	1519324492703170000000000	Wood	135	A	100028882687322 000 000	18227	91135	1519					362	1	1223255617230550000	2300	SoulCrystal2	145	A	3669766851691660000	1	7	0		1.15			332	1	46099082822838700	2300	SoulCrystal2	145	A	138297248468516000	1	0	0		1.15			302	1	1737270123409060	2300	SoulCrystal2	145	A	5211810370227170	1	7	0		1.15		242	1	2467274573832	246727457383167	2300	SoulCrystal2	150	A	740182372149502	1	5	0		1.15			212	1	92980643885	2300	SoulCrystal2	155	A	278941931654	1	7	0		1.15			182	1	3504028384	350402838376	2300	SoulCrystal2	160	A	1051208515127	1	7	0		1.15		152	1	132051300	2300	SoulCrystal2	165	A	396153900	1	7	0		1.15		122	1	4976428	497642826	2300	SoulCrystal2	170	A	1492928478	1	7	0		1.15		92	1	187540	2300	SoulCrystal2	175	A	562619	1	7	0		1.15		62	1	7068	706753	2300	SoulCrystal2	180	A	2120260	1	7	0		1.15		32	1	266	26634	855	SoulCrystal2	175	A	799	2	14	0				2	1	2	200	4	EvilHoney	180	A	6	1	7	0	TYCOON	1															
14		393	1	36343827376393700000	1823189391243800000000000	Wood	135	A	109031482129181 000 000	20067	100335	1672					363	1	1333348622781300000	2645	SoulCrystal2	145	A	4000045868343910000	1	7	0		1.15			333	1	50248000276894200	2645	SoulCrystal2	145	A	150744000830683000	1	0	0		1.15			303	1	1893624434515870	2645	SoulCrystal2	145	A	5680873303547610	1	7	0		1.15		243	1	2689329285477	268932928547652	2645	SoulCrystal2	150	A	806798785642957	1	5	0		1.15			213	1	101348901834	2645	SoulCrystal2	155	A	304046705503	1	7	0		1.15			183	1	3819390938	381939093829	2645	SoulCrystal2	160	A	1145817281488	1	7	0		1.15		153	1	143935917	2645	SoulCrystal2	165	A	431807752	1	7	0		1.15		123	1	5424307	542430680	2645	SoulCrystal2	170	A	1627292041	1	7	0		1.15		93	1	204418	2645	SoulCrystal2	175	A	613254	1	7	0		1.15		63	1	7704	770361	2645	SoulCrystal2	180	A	2311083	1	7	0		1.15		33	1	290	29031	1025	SoulCrystal2	175	A	871	2	14	0				3	1	3	300	4	EvilHoney	180	A	9	1	7	0	MERGE	0															
14		394	1	39614771840269200000	2187827269492560000000000	Wood	135	A	118844315520807 000 000	22092	110460	1841					364	1	1453349998831620000	3042	SoulCrystal2	145	A	4360049996494860000	1	7	0		1.15			334	1	54770320301814700	3042	SoulCrystal2	145	A	164310960905444000	1	0	0		1.15			304	1	2064050633622300	3042	SoulCrystal2	145	A	6192151900866900	1	7	0		1.15		244	1	2931368921169	293136892116941	3042	SoulCrystal2	150	A	879410676350823	1	5	0		1.15			214	1	110470302999	3042	SoulCrystal2	155	A	331410908998	1	7	0		1.15			184	1	4163136123	416313612274	3042	SoulCrystal2	160	A	1248940836822	1	7	0		1.15		154	1	156890150	3042	SoulCrystal2	165	A	470670449	1	7	0		1.15		124	1	5912494	591249442	3042	SoulCrystal2	170	A	1773748325	1	7	0		1.15		94	1	222816	3042	SoulCrystal2	175	A	668447	1	7	0		1.15		64	1	8397	839694	3042	SoulCrystal2	180	A	2519081	1	7	0		1.15		34	1	316	31644	1231	SoulCrystal2	175	A	949	2	14	0				4	1	4	400	5	EvilHoney	180	A	12	1	7	0																	
14		395	1	43180101305893400000	2625392723391070000000000	Wood	135	A	129540303917680 000 000	24321	121605	2027					365	1	1584151498726470000	3498	SoulCrystal2	145	A	4752454496179400000	1	7	0		1.15			335	1	59699649128978000	3498	SoulCrystal2	145	A	179098947386934000	1	0	0		1.15			305	1	2249815190648310	3498	SoulCrystal2	145	A	6749445571944920	1	7	0		1.15		245	1	3195192124075	319519212407466	3498	SoulCrystal2	150	A	958557637222397	1	5	0		1.15			215	1	120412630269	3498	SoulCrystal2	155	A	361237890808	1	7	0		1.15			185	1	4537818374	453781837379	3498	SoulCrystal2	160	A	1361345512136	1	7	0		1.15		155	1	171010263	3498	SoulCrystal2	165	A	513030790	1	7	0		1.15		125	1	6444619	644461891	3498	SoulCrystal2	170	A	1933385674	1	7	0		1.15		95	1	242869	3498	SoulCrystal2	175	A	728607	1	7	0		1.15		65	1	9153	915266	3498	SoulCrystal2	180	A	2745798	1	7	0		1.15		35	1	345	34492	1477	SoulCrystal2	175	A	1035	2	14	0				5	1	5	500	6	EvilHoney	180	A	15	1	7	0																	
14		396	1	47066310423423800000	3150471268069280000000000	Wood	135	A	141198931270271 000 000	26775	133875	2231					366	1	1726725133611850000	4023	SoulCrystal2	145	A	5180175400835540000	1	7	0		1.15			336	1	65072617550586000	4023	SoulCrystal2	145	A	195217852651758000	1	0	0		1.15			306	1	2452298557806650	4023	SoulCrystal2	145	A	7356895673419960	1	7	0		1.15		246	1	3482759415241	348275941524138	4023	SoulCrystal2	150	A	1044827824572410	1	5	0		1.15			216	1	131249766994	4023	SoulCrystal2	155	A	393749300981	1	7	0		1.15			186	1	4946222027	494622202743	4023	SoulCrystal2	160	A	1483866608228	1	7	0		1.15		156	1	186401187	4023	SoulCrystal2	165	A	559203561	1	7	0		1.15		126	1	7024635	702463462	4023	SoulCrystal2	170	A	2107390385	1	7	0		1.15		96	1	264727	4023	SoulCrystal2	175	A	794182	1	7	0		1.15		66	1	9976	997640	4023	SoulCrystal2	180	A	2992920	1	7	0		1.15		36	1	376	37597	1772	SoulCrystal2	175	A	1128	2	14	0				6	1	6	600	7	EvilHoney	180	A	18	1	7	0																	
14		397	1	51302278361531900000	3780565521683140000000000	Wood	135	A	153906835084596 000 000	29477	147385	2456					367	1	1882130395636910000	4626	SoulCrystal2	145	A	5646391186910740000	1	7	0		1.15			337	1	70929153130138800	4626	SoulCrystal2	145	A	212787459390416000	1	0	0		1.15			307	1	2673005428009250	4626	SoulCrystal2	145	A	8019016284027760	1	7	0		1.15		247	1	3796207762613	379620776261310	4626	SoulCrystal2	150	A	1138862328783930	1	5	0		1.15			217	1	143062246023	4626	SoulCrystal2	155	A	429186738069	1	7	0		1.15			187	1	5391382010	539138200990	4626	SoulCrystal2	160	A	1617414602969	1	7	0		1.15		157	1	203177294	4626	SoulCrystal2	165	A	609531881	1	7	0		1.15		127	1	7656852	765685173	4626	SoulCrystal2	170	A	2297055519	1	7	0		1.15		97	1	288553	4626	SoulCrystal2	175	A	865658	1	7	0		1.15		67	1	10874	1087428	4626	SoulCrystal2	180	A	3262283	1	7	0		1.15		37	1	410	40980	2126	SoulCrystal2	175	A	1229	3	21	0				7	1	7	700	9	EvilHoney	180	A	21	1	7	0																	
14		398	1	55919483414069800000	4536678626019770000000000	Wood	135	A	167758450242209 000 000	32452	162260	2704					368	1	2051522131244240000	5320	SoulCrystal2	145	A	6154566393732710000	1	7	0		1.15			338	1	77312776911851300	5320	SoulCrystal2	145	A	231938330735554000	1	0	0		1.15			308	1	2913575916530090	5320	SoulCrystal2	145	A	8740727749590260	1	7	0		1.15		248	1	4137866461248	413786646124828	5320	SoulCrystal2	150	A	1241359938374480	1	5	0		1.15			218	1	155937848165	5320	SoulCrystal2	155	A	467813544496	1	7	0		1.15			188	1	5876606391	587660639079	5320	SoulCrystal2	160	A	1762981917236	1	7	0		1.15		158	1	221463250	5320	SoulCrystal2	165	A	664389750	1	7	0		1.15		128	1	8345968	834596839	5320	SoulCrystal2	170	A	2503790516	1	7	0		1.15		98	1	314523	5320	SoulCrystal2	175	A	943568	1	7	0		1.15		68	1	11853	1185296	5320	SoulCrystal2	180	A	3555888	1	7	0		1.15		38	1	447	44669	2552	SoulCrystal2	175	A	1340	3	21	0				8	1	8	800	11	EvilHoney	180	A	24	1	7	0																	
14		399	1	60952236921336100000	5444014351223720000000000	Wood	135	A	182856710764008 000 000	35727	178635	2977					369	1	2236159123056220000	6118	SoulCrystal2	145	A	6708477369168650000	1	7	0		1.15			339	1	84270926833917900	6118	SoulCrystal2	145	A	252812780501754000	1	0	0		1.15			309	1	3175797749017790	6118	SoulCrystal2	145	A	9527393247053380	1	7	0		1.15		249	1	4510274442761	451027444276063	6118	SoulCrystal2	150	A	1353082332828190	1	5	0		1.15			219	1	169972254500	6118	SoulCrystal2	155	A	509916763500	1	7	0		1.15			189	1	6405500966	640550096596	6118	SoulCrystal2	160	A	1921650289787	1	7	0		1.15		159	1	241394943	6118	SoulCrystal2	165	A	724184828	1	7	0		1.15		129	1	9097106	909710554	6118	SoulCrystal2	170	A	2729131662	1	7	0		1.15		99	1	342830	6118	SoulCrystal2	175	A	1028489	1	7	0		1.15		69	1	12920	1291973	6118	SoulCrystal2	180	A	3875918	1	7	0		1.15		39	1	487	48689	3062	SoulCrystal2	175	A	1461	3	21	0				9	1	9	900	13	EvilHoney	180	A	27	1	7	0																	
14		400	1	66437938244256400000	6532817221468470000000000	Wood	135	A	199313814732769 000 000	39332	196660	3278					370	1	2437413444131280000	7036	SoulCrystal2	145	A	7312240332393830000	1	7	0		1.15			340	1	91855310248970500	7036	SoulCrystal2	145	A	275565930746911000	1	0	0		1.15			310	1	3461619546429400	7036	SoulCrystal2	145	A	10384858639288200	1	7	0		1.15		250	1	4916199142609	491619914260908	7036	SoulCrystal2	150	A	1474859742782720	1	5	0		1.15			220	1	185269757405	7036	SoulCrystal2	155	A	555809272215	1	7	0		1.15			190	1	6981996053	698199605289	7036	SoulCrystal2	160	A	2094598815868	1	7	0		1.15		160	1	263120487	7036	SoulCrystal2	165	A	789361462	1	7	0		1.15		130	1	9915845	991584504	7036	SoulCrystal2	170	A	2974753512	1	7	0		1.15		100	1	373684	7036	SoulCrystal2	175	A	1121053	1	7	0		1.15		70	1	14083	1408250	7036	SoulCrystal2	180	A	4224751	1	7	0		1.15		40	1	531	53071	3674	SoulCrystal2	175	A	1592	3	21	0				10	1	10	1000	15	EvilHoney	180	A	30	1	7	0																	
14		401	1	72417352686239400000	7839380665762160000000000	Wood	135	A	217252058058718 000 000	43302	216510	3609					371	1	2656780654103090000	8091	SoulCrystal2	145	A	7970341962309280000	1	7	0		1.15			341	1	100122288171378000	8091	SoulCrystal2	145	A	300366864514134000	1	0	0		1.15			311	1	3773165305608040	8091	SoulCrystal2	145	A	11319495916824100	1	7	0		1.15		251	1	5358657065444	535865706544390	8091	SoulCrystal2	150	A	1607597119633170	1	5	0		1.15			221	1	201944035572	8091	SoulCrystal2	155	A	605832106715	1	7	0		1.15			191	1	7610375698	761037569765	8091	SoulCrystal2	160	A	2283112709296	1	7	0		1.15		161	1	286801331	8091	SoulCrystal2	165	A	860403994	1	7	0		1.15		131	1	10808271	1080827109	8091	SoulCrystal2	170	A	3242481328	1	7	0		1.15		101	1	407316	8091	SoulCrystal2	175	A	1221948	1	7	0		1.15		71	1	15350	1534993	8091	SoulCrystal2	180	A	4604979	1	7	0		1.15		41	1	578	57847	4409	SoulCrystal2	175	A	1735	4	28	0				11	2	22	2180	19	EvilHoney	180	A	65	1	7	0																	
